freezing,genotype,id,day,condition,sex,cohort,exposure_mins,analyzed_duration,date,time,els,psilocybin,cohort_id,dob
17.93,wt,84,recall2,sefl,male,ptsd4,5,5,6/11/21,3:27 PM,n,n,ptsd4_84,3/17/21
24.5,wt,84,recall3,sefl,male,ptsd4,5,5,6/18/21,11:33 AM,n,n,ptsd4_84,3/17/21
20.95,wt,84,recall4,sefl,male,ptsd4,5,5,6/25/21,2:47 PM,n,n,ptsd4_84,3/17/21
9.46,wt,84,recall5,sefl,male,ptsd4,5,5,7/2/21,11:15 AM,n,n,ptsd4_84,3/17/21
2.58,wt,6,sefla,control,female,ptsd5,60,60,6/8/21,11:44 AM,n,n,ptsd5_6,3/5/21
10.86,wt,6,seflb,control,female,ptsd5,3.5,3.5,6/9/21,10:08 AM,n,n,ptsd5_6,3/5/21
15.69,wt,6,recall1,control,female,ptsd5,5,5,6/11/21,9:47 AM,n,n,ptsd5_6,3/5/21
20.97,wt,6,recall2,control,female,ptsd5,5,5,6/18/21,2:29 PM,n,n,ptsd5_6,3/5/21
19.07,wt,6,recall3,control,female,ptsd5,5,5,6/25/21,3:55 PM,n,n,ptsd5_6,3/5/21
30.34,wt,6,recall4,control,female,ptsd5,5,5,7/2/21,11:44 AM,n,n,ptsd5_6,3/5/21
22.24,wt,6,recall5,control,female,ptsd5,5,5,7/9/21,9:18 AM,n,n,ptsd5_6,3/5/21
0.61,wt,11,sefla,control,female,ptsd5,60,60,6/8/21,11:44 AM,n,n,ptsd5_11,1/15/21
0,wt,11,seflb,control,female,ptsd5,3.5,3.5,6/9/21,10:32 AM,n,n,ptsd5_11,1/15/21
34.97,wt,11,recall1,control,female,ptsd5,5,5,6/11/21,10:07 AM,n,n,ptsd5_11,1/15/21
20.97,wt,11,recall2,control,female,ptsd5,5,5,6/18/21,2:46 PM,n,n,ptsd5_11,1/15/21
38.13,wt,11,recall3,control,female,ptsd5,5,5,6/25/21,4:17 PM,n,n,ptsd5_11,1/15/21
41.1,wt,11,recall4,control,female,ptsd5,5,5,7/2/21,12:05 PM,n,n,ptsd5_11,1/15/21
37.11,wt,11,recall5,control,female,ptsd5,5,5,7/9/21,9:36 AM,n,n,ptsd5_11,1/15/21
1.64,wt,61,sefla,control,female,ptsd5,60,60,6/8/21,11:44 AM,n,n,ptsd5_61,1/13/21
3.78,wt,61,seflb,control,female,ptsd5,3.5,3.5,6/9/21,11:01 AM,n,n,ptsd5_61,1/13/21
36.48,wt,61,recall1,control,female,ptsd5,5,5,6/11/21,10:26 AM,n,n,ptsd5_61,1/13/21
21.87,wt,61,recall2,control,female,ptsd5,5,5,6/18/21,3:04 PM,n,n,ptsd5_61,1/13/21
5.26,wt,61,recall3,control,female,ptsd5,5,5,6/25/21,4:38 PM,n,n,ptsd5_61,1/13/21
19.19,wt,61,recall4,control,female,ptsd5,5,5,7/2/21,12:19 PM,n,n,ptsd5_61,1/13/21
26.64,wt,61,recall5,control,female,ptsd5,5,5,7/9/21,9:54 AM,n,n,ptsd5_61,1/13/21
1.74,wt,81,sefla,control,female,ptsd5,60,60,6/8/21,11:44 AM,n,n,ptsd5_81,4/9/21
17.7,wt,81,seflb,control,female,ptsd5,3.5,3.5,6/9/21,10:32 AM,n,n,ptsd5_81,4/9/21
50.73,wt,81,recall1,control,female,ptsd5,5,5,6/11/21,10:07 AM,n,n,ptsd5_81,4/9/21
13.9,wt,81,recall2,control,female,ptsd5,5,5,6/18/21,2:46 PM,n,n,ptsd5_81,4/9/21
19.67,wt,81,recall3,control,female,ptsd5,5,5,6/25/21,4:17 PM,n,n,ptsd5_81,4/9/21
16.22,wt,81,recall4,control,female,ptsd5,5,5,7/2/21,12:05 PM,n,n,ptsd5_81,4/9/21
18.99,wt,81,recall5,control,female,ptsd5,5,5,7/9/21,9:36 AM,n,n,ptsd5_81,4/9/21
60.43,wt,2,sefla,sefl,female,ptsd5,60,60,6/8/21,1:12 PM,n,n,ptsd5_2,3/5/21
52.11,wt,2,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,10:08 AM,n,n,ptsd5_2,3/5/21
64.88,wt,2,recall1,sefl,female,ptsd5,5,5,6/11/21,9:47 AM,n,n,ptsd5_2,3/5/21
54.36,wt,2,recall2,sefl,female,ptsd5,5,5,6/18/21,2:29 PM,n,n,ptsd5_2,3/5/21
56.88,wt,2,recall3,sefl,female,ptsd5,5,5,6/25/21,3:55 PM,n,n,ptsd5_2,3/5/21
43.78,wt,2,recall4,sefl,female,ptsd5,5,5,7/2/21,11:44 AM,n,n,ptsd5_2,3/5/21
42.61,wt,2,recall5,sefl,female,ptsd5,5,5,7/9/21,9:18 AM,n,n,ptsd5_2,3/5/21
65.94,wt,84,sefla,sefl,female,ptsd5,60,60,6/8/21,1:12 PM,n,n,ptsd5_84,4/9/21
70.83,wt,84,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,11:01 AM,n,n,ptsd5_84,4/9/21
74.86,wt,84,recall1,sefl,female,ptsd5,5,5,6/11/21,10:26 AM,n,n,ptsd5_84,4/9/21
31.62,wt,84,recall2,sefl,female,ptsd5,5,5,6/18/21,3:04 PM,n,n,ptsd5_84,4/9/21
41.72,wt,84,recall3,sefl,female,ptsd5,5,5,6/25/21,4:38 PM,n,n,ptsd5_84,4/9/21
31.14,wt,84,recall4,sefl,female,ptsd5,5,5,7/2/21,12:19 PM,n,n,ptsd5_84,4/9/21
22.1,wt,84,recall5,sefl,female,ptsd5,5,5,7/9/21,9:54 AM,n,n,ptsd5_84,4/9/21
62.41,wt,3,sefla,sefl,female,ptsd5,60,60,6/8/21,1:12 PM,n,n,ptsd5_3,3/5/21
50.77,wt,3,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,10:08 AM,n,n,ptsd5_3,3/5/21
50.71,wt,3,recall1,sefl,female,ptsd5,5,5,6/11/21,9:47 AM,n,n,ptsd5_3,3/5/21
47.59,wt,3,recall2,sefl,female,ptsd5,5,5,6/18/21,2:29 PM,n,n,ptsd5_3,3/5/21
23.9,wt,3,recall3,sefl,female,ptsd5,5,5,6/25/21,3:55 PM,n,n,ptsd5_3,3/5/21
36.76,wt,3,recall4,sefl,female,ptsd5,5,5,7/2/21,11:44 AM,n,n,ptsd5_3,3/5/21
35.58,wt,3,recall5,sefl,female,ptsd5,5,5,7/9/21,9:18 AM,n,n,ptsd5_3,3/5/21
43.31,wt,4,sefla,sefl,female,ptsd5,60,60,6/8/21,1:12 PM,n,n,ptsd5_4,3/5/21
20.57,wt,4,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,10:08 AM,n,n,ptsd5_4,3/5/21
52.23,wt,4,recall1,sefl,female,ptsd5,5,5,6/11/21,9:47 AM,n,n,ptsd5_4,3/5/21
28.55,wt,4,recall2,sefl,female,ptsd5,5,5,6/18/21,2:29 PM,n,n,ptsd5_4,3/5/21
45.25,wt,4,recall3,sefl,female,ptsd5,5,5,6/25/21,3:55 PM,n,n,ptsd5_4,3/5/21
39.13,wt,4,recall4,sefl,female,ptsd5,5,5,7/2/21,11:44 AM,n,n,ptsd5_4,3/5/21
36.83,wt,4,recall5,sefl,female,ptsd5,5,5,7/9/21,9:18 AM,n,n,ptsd5_4,3/5/21
67.41,wt,12,sefla,sefl,female,ptsd5,60,60,6/8/21,2:36 PM,n,n,ptsd5_12,1/15/21
61.85,wt,12,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,10:32 AM,n,n,ptsd5_12,1/15/21
90.02,wt,12,recall1,sefl,female,ptsd5,5,5,6/11/21,10:07 AM,n,n,ptsd5_12,1/15/21
63.1,wt,12,recall2,sefl,female,ptsd5,5,5,6/18/21,2:46 PM,n,n,ptsd5_12,1/15/21
42.25,wt,12,recall3,sefl,female,ptsd5,5,5,6/25/21,4:17 PM,n,n,ptsd5_12,1/15/21
62.02,wt,12,recall4,sefl,female,ptsd5,5,5,7/2/21,12:05 PM,n,n,ptsd5_12,1/15/21
54.9,wt,12,recall5,sefl,female,ptsd5,5,5,7/9/21,9:36 AM,n,n,ptsd5_12,1/15/21
54.21,wt,13,sefla,sefl,female,ptsd5,60,60,6/8/21,2:36 PM,n,n,ptsd5_13,1/15/21
38.44,wt,13,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,10:32 AM,n,n,ptsd5_13,1/15/21
81.92,wt,13,recall1,sefl,female,ptsd5,5,5,6/11/21,10:07 AM,n,n,ptsd5_13,1/15/21
62.29,wt,13,recall2,sefl,female,ptsd5,5,5,6/18/21,2:46 PM,n,n,ptsd5_13,1/15/21
24.82,wt,13,recall3,sefl,female,ptsd5,5,5,6/25/21,4:17 PM,n,n,ptsd5_13,1/15/21
29.85,wt,13,recall4,sefl,female,ptsd5,5,5,7/2/21,12:05 PM,n,n,ptsd5_13,1/15/21
4.9,wt,13,recall5,sefl,female,ptsd5,5,5,7/9/21,9:36 AM,n,n,ptsd5_13,1/15/21
62.47,wt,64,sefla,sefl,female,ptsd5,60,60,6/8/21,2:36 PM,n,n,ptsd5_64,1/13/21
55.2,wt,64,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,11:01 AM,n,n,ptsd5_64,1/13/21
54.28,wt,64,recall1,sefl,female,ptsd5,5,5,6/11/21,10:26 AM,n,n,ptsd5_64,1/13/21
60.4,wt,64,recall2,sefl,female,ptsd5,5,5,6/18/21,3:04 PM,n,n,ptsd5_64,1/13/21
44.84,wt,64,recall3,sefl,female,ptsd5,5,5,6/25/21,4:38 PM,n,n,ptsd5_64,1/13/21
25.64,wt,64,recall4,sefl,female,ptsd5,5,5,7/2/21,12:19 PM,n,n,ptsd5_64,1/13/21
32.62,wt,64,recall5,sefl,female,ptsd5,5,5,7/9/21,9:54 AM,n,n,ptsd5_64,1/13/21
56.78,wt,62,sefla,sefl,female,ptsd5,60,60,6/8/21,2:36 PM,n,n,ptsd5_62,1/13/21
41.96,wt,62,seflb,sefl,female,ptsd5,3.5,3.5,6/9/21,11:01 AM,n,n,ptsd5_62,1/13/21
39.3,wt,62,recall1,sefl,female,ptsd5,5,5,6/11/21,10:26 AM,n,n,ptsd5_62,1/13/21
31.28,wt,62,recall2,sefl,female,ptsd5,5,5,6/18/21,3:04 PM,n,n,ptsd5_62,1/13/21
24.79,wt,62,recall3,sefl,female,ptsd5,5,5,6/25/21,4:38 PM,n,n,ptsd5_62,1/13/21
22.73,wt,62,recall4,sefl,female,ptsd5,5,5,7/2/21,12:19 PM,n,n,ptsd5_62,1/13/21
27.81,wt,62,recall5,sefl,female,ptsd5,5,5,7/9/21,9:54 AM,n,n,ptsd5_62,1/13/21
2.42,wt,51,sefla,control,female,ptsd6,60,60,7/8/21,2:44 PM,n,n,ptsd6_51,4/27/21
4.83,wt,51,seflb,control,female,ptsd6,3.5,3.5,7/9/21,11:15 AM,n,n,ptsd6_51,4/27/21
13.19,wt,51,recall1,control,female,ptsd6,5,5,7/28/21,3:28 PM,n,n,ptsd6_51,4/27/21
0.8,wt,51,recall2,control,female,ptsd6,5,5,8/3/21,10:37 AM,n,n,ptsd6_51,4/27/21
5.44,wt,51,recall3,control,female,ptsd6,5,5,8/9/21,4:57 PM,n,n,ptsd6_51,4/27/21
3.13,wt,51,recall4,control,female,ptsd6,5,5,8/16/21,12:42 PM,n,n,ptsd6_51,4/27/21
7.77,wt,51,recall5,control,female,ptsd6,5,5,8/23/21,9:14 AM,n,n,ptsd6_51,4/27/21
38.24,wt,52,sefla,sefl,female,ptsd6,60,60,7/8/21,3:57 PM,n,n,ptsd6_52,4/27/21
17.04,wt,52,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:15 AM,n,n,ptsd6_52,4/27/21
27.02,wt,52,recall1,sefl,female,ptsd6,5,5,7/28/21,3:28 PM,n,n,ptsd6_52,4/27/21
22.48,wt,52,recall2,sefl,female,ptsd6,5,5,8/3/21,10:37 AM,n,n,ptsd6_52,4/27/21
20.07,wt,52,recall3,sefl,female,ptsd6,5,5,8/9/21,4:57 PM,n,n,ptsd6_52,4/27/21
19.51,wt,52,recall4,sefl,female,ptsd6,5,5,8/16/21,12:42 PM,n,n,ptsd6_52,4/27/21
14.2,wt,52,recall5,sefl,female,ptsd6,5,5,8/23/21,9:14 AM,n,n,ptsd6_52,4/27/21
3.89,wt,61,sefla,control,female,ptsd6,60,60,7/8/21,2:44 PM,n,n,ptsd6_61,4/27/21
1.87,wt,61,seflb,control,female,ptsd6,3.5,3.5,7/9/21,11:15 AM,n,n,ptsd6_61,4/27/21
17.25,wt,61,recall1,control,female,ptsd6,5,5,7/28/21,3:28 PM,n,n,ptsd6_61,4/27/21
12.86,wt,61,recall2,control,female,ptsd6,5,5,8/3/21,10:37 AM,n,n,ptsd6_61,4/27/21
10.51,wt,61,recall3,control,female,ptsd6,5,5,8/9/21,4:57 PM,n,n,ptsd6_61,4/27/21
9.61,wt,61,recall4,control,female,ptsd6,5,5,8/16/21,12:42 PM,n,n,ptsd6_61,4/27/21
5.08,wt,61,recall5,control,female,ptsd6,5,5,8/23/21,9:14 AM,n,n,ptsd6_61,4/27/21
4.8,wt,62,sefla,control,female,ptsd6,60,60,7/8/21,2:44 PM,n,n,ptsd6_62,4/27/21
0.96,wt,62,seflb,control,female,ptsd6,3.5,3.5,7/9/21,11:15 AM,n,n,ptsd6_62,4/27/21
8.64,wt,62,recall1,control,female,ptsd6,5,5,7/28/21,3:28 PM,n,n,ptsd6_62,4/27/21
21.42,wt,62,recall2,control,female,ptsd6,5,5,8/3/21,10:37 AM,n,n,ptsd6_62,4/27/21
3.83,wt,62,recall3,control,female,ptsd6,5,5,8/9/21,4:57 PM,n,n,ptsd6_62,4/27/21
11.66,wt,62,recall4,control,female,ptsd6,5,5,8/16/21,12:42 PM,n,n,ptsd6_62,4/27/21
6.5,wt,62,recall5,control,female,ptsd6,5,5,8/23/21,9:14 AM,n,n,ptsd6_62,4/27/21
50.64,wt,63,sefla,sefl,female,ptsd6,60,60,7/8/21,3:57 PM,n,n,ptsd6_63,4/27/21
21.35,wt,63,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:29 AM,n,n,ptsd6_63,4/27/21
26.6,wt,63,recall1,sefl,female,ptsd6,5,5,7/28/21,3:52 PM,n,n,ptsd6_63,4/27/21
3.39,wt,63,recall2,sefl,female,ptsd6,5,5,8/3/21,10:53 AM,n,n,ptsd6_63,4/27/21
3.84,wt,63,recall3,sefl,female,ptsd6,5,5,8/9/21,5:19 PM,n,n,ptsd6_63,4/27/21
7.57,wt,63,recall4,sefl,female,ptsd6,5,5,8/16/21,12:58 PM,n,n,ptsd6_63,4/27/21
3.75,wt,63,recall5,sefl,female,ptsd6,5,5,8/23/21,9:27 AM,n,n,ptsd6_63,4/27/21
66.07,wt,64,sefla,sefl,female,ptsd6,60,60,7/8/21,3:57 PM,n,n,ptsd6_64,4/27/21
37.74,wt,64,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:29 AM,n,n,ptsd6_64,4/27/21
47.01,wt,64,recall1,sefl,female,ptsd6,5,5,7/28/21,3:52 PM,n,n,ptsd6_64,4/27/21
23.61,wt,64,recall2,sefl,female,ptsd6,5,5,8/3/21,10:53 AM,n,n,ptsd6_64,4/27/21
22.07,wt,64,recall3,sefl,female,ptsd6,5,5,8/9/21,5:19 PM,n,n,ptsd6_64,4/27/21
42.34,wt,64,recall4,sefl,female,ptsd6,5,5,8/16/21,12:58 PM,n,n,ptsd6_64,4/27/21
11.76,wt,64,recall5,sefl,female,ptsd6,5,5,8/23/21,9:27 AM,n,n,ptsd6_64,4/27/21
58.83,wt,65,sefla,sefl,female,ptsd6,60,60,7/8/21,3:57 PM,n,n,ptsd6_65,4/27/21
31.45,wt,65,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:29 AM,n,n,ptsd6_65,4/27/21
49.65,wt,65,recall1,sefl,female,ptsd6,5,5,7/28/21,3:52 PM,n,n,ptsd6_65,4/27/21
6.06,wt,65,recall2,sefl,female,ptsd6,5,5,8/3/21,10:53 AM,n,n,ptsd6_65,4/27/21
27.68,wt,65,recall3,sefl,female,ptsd6,5,5,8/9/21,5:19 PM,n,n,ptsd6_65,4/27/21
11.36,wt,65,recall4,sefl,female,ptsd6,5,5,8/16/21,12:58 PM,n,n,ptsd6_65,4/27/21
4.82,wt,65,recall5,sefl,female,ptsd6,5,5,8/23/21,9:27 AM,n,n,ptsd6_65,4/27/21
3.37,wt,71,sefla,control,female,ptsd6,60,60,7/8/21,2:44 PM,n,n,ptsd6_71,4/27/21
0.64,wt,71,seflb,control,female,ptsd6,3.5,3.5,7/9/21,11:29 AM,n,n,ptsd6_71,4/27/21
4.71,wt,71,recall1,control,female,ptsd6,5,5,7/28/21,3:52 PM,n,n,ptsd6_71,4/27/21
4.01,wt,71,recall2,control,female,ptsd6,5,5,8/3/21,10:53 AM,n,n,ptsd6_71,4/27/21
0.36,wt,71,recall3,control,female,ptsd6,5,5,8/9/21,5:19 PM,n,n,ptsd6_71,4/27/21
1.25,wt,71,recall4,control,female,ptsd6,5,5,8/16/21,12:58 PM,n,n,ptsd6_71,4/27/21
1.16,wt,71,recall5,control,female,ptsd6,5,5,8/23/21,9:27 AM,n,n,ptsd6_71,4/27/21
65.95,wt,75,sefla,sefl,female,ptsd6,60,60,7/8/21,5:09 PM,n,n,ptsd6_75,4/27/21
44.74,wt,75,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:44 AM,n,n,ptsd6_75,4/27/21
41.83,wt,75,recall1,sefl,female,ptsd6,5,5,7/28/21,4:07 PM,n,n,ptsd6_75,4/27/21
23.58,wt,75,recall2,sefl,female,ptsd6,5,5,8/3/21,11:05 AM,n,n,ptsd6_75,4/27/21
14.26,wt,75,recall3,sefl,female,ptsd6,5,5,8/9/21,5:39 PM,n,n,ptsd6_75,4/27/21
5.17,wt,75,recall4,sefl,female,ptsd6,5,5,8/16/21,1:15 PM,n,n,ptsd6_75,4/27/21
6.85,wt,75,recall5,sefl,female,ptsd6,5,5,8/23/21,9:40 AM,n,n,ptsd6_75,4/27/21
59.7,wt,74,sefla,sefl,female,ptsd6,60,60,7/8/21,5:09 PM,n,n,ptsd6_74,4/27/21
17.87,wt,74,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:44 AM,n,n,ptsd6_74,4/27/21
29.36,wt,74,recall1,sefl,female,ptsd6,5,5,7/28/21,4:07 PM,n,n,ptsd6_74,4/27/21
14.1,wt,74,recall2,sefl,female,ptsd6,5,5,8/3/21,11:05 AM,n,n,ptsd6_74,4/27/21
21.39,wt,74,recall3,sefl,female,ptsd6,5,5,8/9/21,5:39 PM,n,n,ptsd6_74,4/27/21
27.84,wt,74,recall4,sefl,female,ptsd6,5,5,8/16/21,1:15 PM,n,n,ptsd6_74,4/27/21
4.91,wt,74,recall5,sefl,female,ptsd6,5,5,8/23/21,9:40 AM,n,n,ptsd6_74,4/27/21
63.7,wt,73,sefla,sefl,female,ptsd6,60,60,7/8/21,5:09 PM,n,n,ptsd6_73,4/27/21
20.98,wt,73,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:44 AM,n,n,ptsd6_73,4/27/21
68.15,wt,73,recall1,sefl,female,ptsd6,5,5,7/28/21,4:07 PM,n,n,ptsd6_73,4/27/21
21.79,wt,73,recall2,sefl,female,ptsd6,5,5,8/3/21,11:05 AM,n,n,ptsd6_73,4/27/21
22.08,wt,73,recall3,sefl,female,ptsd6,5,5,8/9/21,5:39 PM,n,n,ptsd6_73,4/27/21
44.16,wt,73,recall4,sefl,female,ptsd6,5,5,8/16/21,1:15 PM,n,n,ptsd6_73,4/27/21
26.48,wt,73,recall5,sefl,female,ptsd6,5,5,8/23/21,9:40 AM,n,n,ptsd6_73,4/27/21
47.45,wt,72,sefla,sefl,female,ptsd6,60,60,7/8/21,5:09 PM,n,n,ptsd6_72,4/27/21
10.96,wt,72,seflb,sefl,female,ptsd6,3.5,3.5,7/9/21,11:44 AM,n,n,ptsd6_72,4/27/21
17.27,wt,72,recall1,sefl,female,ptsd6,5,5,7/28/21,4:07 PM,n,n,ptsd6_72,4/27/21
13.7,wt,72,recall2,sefl,female,ptsd6,5,5,8/3/21,11:05 AM,n,n,ptsd6_72,4/27/21
8.12,wt,72,recall3,sefl,female,ptsd6,5,5,8/9/21,5:39 PM,n,n,ptsd6_72,4/27/21
11.08,wt,72,recall4,sefl,female,ptsd6,5,5,8/16/21,1:15 PM,n,n,ptsd6_72,4/27/21
1.51,wt,72,recall5,sefl,female,ptsd6,5,5,8/23/21,9:40 AM,n,n,ptsd6_72,4/27/21
4.83,wt,28-1,sefla,control,male,ptsd9,60,60,1/12/22,11:41 AM,n,n,ptsd9_28-1,10/13/21
1.26,wt,28-1,seflb,control,male,ptsd9,5,5,1/13/22,10:56 AM,n,n,ptsd9_28-1,10/13/21
25.75,wt,28-1,recall1,control,male,ptsd9,5,5,1/14/22,10:34 AM,n,n,ptsd9_28-1,10/13/21
24.44,wt,28-1,recall2,control,male,ptsd9,5,5,1/21/22,2:43 PM,n,n,ptsd9_28-1,10/13/21
26.19,wt,28-1,recall3,control,male,ptsd9,5,5,1/28/22,12:06 PM,n,n,ptsd9_28-1,10/13/21
11.41,wt,28-1,recall4,control,male,ptsd9,5,5,2/11/22,3:54 PM,n,n,ptsd9_28-1,10/13/21
19.44,wt,28-4,sefla,control,male,ptsd9,60,60,1/12/22,11:41 AM,n,n,ptsd9_28-4,10/13/21
2.53,wt,28-4,seflb,control,male,ptsd9,5,5,1/13/22,10:56 AM,n,n,ptsd9_28-4,10/13/21
39.23,wt,28-4,recall1,control,male,ptsd9,5,5,1/14/22,10:34 AM,n,n,ptsd9_28-4,10/13/21
5.89,wt,28-4,recall2,control,male,ptsd9,5,5,1/21/22,2:43 PM,n,n,ptsd9_28-4,10/13/21
23.81,wt,28-4,recall3,control,male,ptsd9,5,5,1/28/22,12:06 PM,n,n,ptsd9_28-4,10/13/21
30.33,wt,28-4,recall4,control,male,ptsd9,5,5,2/11/22,3:54 PM,n,n,ptsd9_28-4,10/13/21
1.05,wt,28-5,sefla,control,male,ptsd9,60,60,1/12/22,11:41 AM,n,n,ptsd9_28-5,10/13/21
2.52,wt,28-5,seflb,control,male,ptsd9,5,5,1/13/22,11:16 AM,n,n,ptsd9_28-5,10/13/21
9.73,wt,28-5,recall1,control,male,ptsd9,5,5,1/14/22,10:52 AM,n,n,ptsd9_28-5,10/13/21
10.69,wt,28-5,recall2,control,male,ptsd9,5,5,1/21/22,2:57 PM,n,n,ptsd9_28-5,10/13/21
18.75,wt,28-5,recall3,control,male,ptsd9,5,5,1/28/22,12:17 PM,n,n,ptsd9_28-5,10/13/21
11.66,wt,28-5,recall4,control,male,ptsd9,5,5,2/11/22,4:07 PM,n,n,ptsd9_28-5,10/13/21
4.39,wt,29-3,sefla,control,male,ptsd9,60,60,1/12/22,11:41 AM,n,n,ptsd9_29-3,10/13/21
6.64,wt,29-3,seflb,control,male,ptsd9,5,5,1/13/22,11:16 AM,n,n,ptsd9_29-3,10/13/21
46.98,wt,29-3,recall1,control,male,ptsd9,5,5,1/14/22,10:52 AM,n,n,ptsd9_29-3,10/13/21
2.94,wt,29-3,recall2,control,male,ptsd9,5,5,1/21/22,2:57 PM,n,n,ptsd9_29-3,10/13/21
25,wt,29-3,recall3,control,male,ptsd9,5,5,1/28/22,12:17 PM,n,n,ptsd9_29-3,10/13/21
9.91,wt,29-3,recall4,control,male,ptsd9,5,5,2/11/22,4:07 PM,n,n,ptsd9_29-3,10/13/21
19.64,wt,29-4,sefla,control,male,ptsd9,60,60,1/12/22,1:04 PM,n,n,ptsd9_29-4,10/13/21
2.52,wt,29-4,seflb,control,male,ptsd9,5,5,1/13/22,11:37 AM,n,n,ptsd9_29-4,10/13/21
33.23,wt,29-4,recall1,control,male,ptsd9,5,5,1/14/22,11:08 AM,n,n,ptsd9_29-4,10/13/21
22.01,wt,29-4,recall2,control,male,ptsd9,5,5,1/21/22,3:12 PM,n,n,ptsd9_29-4,10/13/21
37.5,wt,29-4,recall3,control,male,ptsd9,5,5,1/28/22,12:28 PM,n,n,ptsd9_29-4,10/13/21
34.38,wt,29-4,recall4,control,male,ptsd9,5,5,2/11/22,4:19 PM,n,n,ptsd9_29-4,10/13/21
43.54,wt,30-2,sefla,control,male,ptsd9,60,60,1/12/22,1:04 PM,n,n,ptsd9_30-2,10/13/21
5.25,wt,30-2,seflb,control,male,ptsd9,5,5,1/13/22,11:37 AM,n,n,ptsd9_30-2,10/13/21
31.02,wt,30-2,recall1,control,male,ptsd9,5,5,1/14/22,11:08 AM,n,n,ptsd9_30-2,10/13/21
28.85,wt,30-2,recall2,control,male,ptsd9,5,5,1/21/22,3:12 PM,n,n,ptsd9_30-2,10/13/21
26.79,wt,30-2,recall3,control,male,ptsd9,5,5,1/28/22,12:28 PM,n,n,ptsd9_30-2,10/13/21
21.02,wt,30-2,recall4,control,male,ptsd9,5,5,2/11/22,4:19 PM,n,n,ptsd9_30-2,10/13/21
10.19,wt,30-5,sefla,control,male,ptsd9,60,60,1/12/22,1:04 PM,n,n,ptsd9_30-5,10/13/21
3.62,wt,30-5,seflb,control,male,ptsd9,5,5,1/13/22,11:55 AM,n,n,ptsd9_30-5,10/13/21
33.76,wt,30-5,recall1,control,male,ptsd9,5,5,1/14/22,11:22 AM,n,n,ptsd9_30-5,10/13/21
30.1,wt,30-5,recall2,control,male,ptsd9,5,5,1/21/22,3:25 PM,n,n,ptsd9_30-5,10/13/21
26.79,wt,30-5,recall3,control,male,ptsd9,5,5,1/28/22,12:38 PM,n,n,ptsd9_30-5,10/13/21
19.38,wt,30-5,recall4,control,male,ptsd9,5,5,2/11/22,4:29 PM,n,n,ptsd9_30-5,10/13/21
2.64,wt,31-5,sefla,control,male,ptsd9,60,60,1/12/22,1:04 PM,n,n,ptsd9_31-5,10/13/21
5.4,wt,31-5,seflb,control,male,ptsd9,5,5,1/13/22,11:55 AM,n,n,ptsd9_31-5,10/13/21
17.57,wt,31-5,recall1,control,male,ptsd9,5,5,1/14/22,11:22 AM,n,n,ptsd9_31-5,10/13/21
9.44,wt,31-5,recall2,control,male,ptsd9,5,5,1/21/22,3:25 PM,n,n,ptsd9_31-5,10/13/21
28.57,wt,31-5,recall3,control,male,ptsd9,5,5,1/28/22,12:38 PM,n,n,ptsd9_31-5,10/13/21
14.52,wt,31-5,recall4,control,male,ptsd9,5,5,2/11/22,4:29 PM,n,n,ptsd9_31-5,10/13/21
67.42,wt,28-2,sefla,sefl,male,ptsd9,60,60,1/12/22,2:23 PM,n,n,ptsd9_28-2,10/13/21
26.34,wt,28-2,seflb,sefl,male,ptsd9,5,5,1/13/22,10:56 AM,n,n,ptsd9_28-2,10/13/21
50.21,wt,28-2,recall1,sefl,male,ptsd9,5,5,1/14/22,10:34 AM,n,n,ptsd9_28-2,10/13/21
57,wt,28-2,recall2,sefl,male,ptsd9,5,5,1/21/22,2:43 PM,n,n,ptsd9_28-2,10/13/21
42.86,wt,28-2,recall3,sefl,male,ptsd9,5,5,1/28/22,12:06 PM,n,n,ptsd9_28-2,10/13/21
19.08,wt,28-2,recall4,sefl,male,ptsd9,5,5,2/11/22,3:54 PM,n,n,ptsd9_28-2,10/13/21
65.37,wt,28-3,sefla,sefl,male,ptsd9,60,60,1/12/22,2:23 PM,n,n,ptsd9_28-3,10/13/21
28.25,wt,28-3,seflb,sefl,male,ptsd9,5,5,1/13/22,10:56 AM,n,n,ptsd9_28-3,10/13/21
78.25,wt,28-3,recall1,sefl,male,ptsd9,5,5,1/14/22,10:34 AM,n,n,ptsd9_28-3,10/13/21
68.84,wt,28-3,recall2,sefl,male,ptsd9,5,5,1/21/22,2:43 PM,n,n,ptsd9_28-3,10/13/21
